Berichtszeitpunkt	Impfung	Zielgruppe	Impfstatus	Altersgruppe	Bundesland_Name	Bundesland_short	KV_Region_Name	KV_Region_short	Landkreis_Name	Regionalschluessel_Kreis	Bevoelkerung_Gewicht	Impfquote
2018/19	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	4588	13.81866
2018/19	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	1116	12.18638
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	18522	11.81838
2018/19	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	792	11.61616
2018/19	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	5439	11.9875
2018/19	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	14613	12.39307
2018/19	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	18828	14.21819
2018/19	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	10716	16.25607
2018/19	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2428	15.73311
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	52816	13.9276
2018/19	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	317	19.55836
2018/19	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1225	18.53061
2018/19	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	3443	18.8208
2018/19	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	4193	20.55807
2018/19	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1963	21.44677
2018/19	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	349	21.7765
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	11490	19.98259
2018/19	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1609	10.75202
2018/19	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1400	13.64286
2018/19	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	8184	13.95406
2018/19	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	8659	11.3639
2018/19	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	22286	12.60881
2018/19	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	20580	14.63557
2018/19	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	24402	16.06426
2018/19	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	29065	14.88388
2018/19	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	16580	16.31484
2018/19	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	12297	17.06107
2018/19	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2403	14.64836
2018/19	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3573	16.56871
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	69266	15.46935
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	81772	14.17356
2018/19	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	642	11.99377
2018/19	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	3553	10.3293
2018/19	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	9106	11.01472
2018/19	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	10524	12.12467
2018/19	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	5420	12.82288
2018/19	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1124	11.74377
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	30369	11.68955
2018/19	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	192	10.41667
2018/19	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	887	14.76888
2018/19	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	1972	13.53955
2018/19	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2378	18.16653
2018/19	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1211	18.66226
2018/19	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	233	17.16738
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	6873	16.23745
2018/19	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	731	18.33105
2018/19	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	2844	16.49086
2018/19	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	9211	19.30301
2018/19	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	12301	22.14454
2018/19	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	6055	21.93229
2018/19	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1174	23.50937
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	32316	20.76061
2018/19	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	493	20.68966
2018/19	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1806	24.69546
2018/19	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	4296	26.07076
2018/19	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	5118	29.11293
2018/19	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2388	29.77387
2018/19	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	382	27.74869
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	14483	27.44597
2018/19	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	402	15.17413
2018/19	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	2415	14.36853
2018/19	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6263	12.9331
2018/19	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	7363	13.64933
2018/19	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	4045	14.41286
2018/19	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	837	15.17324
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	21325	13.75381
2018/19	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	383	12.53264
2018/19	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1632	13.66422
2018/19	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	4265	16.22509
2018/19	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	5248	15.72027
2018/19	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	2486	15.16492
2018/19	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	460	14.34783
2018/19	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	14474	15.41385
2019/20	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	1013	12.04344
2019/20	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	7839	11.22592
2019/20	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	25773	11.98929
2019/20	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	36372	13.79358
2019/20	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	19167	15.64668
2019/20	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3888	13.83745
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	94052	13.44575
2019/20	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	1170	11.11111
2019/20	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	9125	10.33425
2019/20	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	30668	11.48428
2019/20	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	43118	13.78543
2019/20	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	23409	15.50258
2019/20	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4802	15.202
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	112292	13.2672
2019/20	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	617	17.34198
2019/20	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	3157	20.77922
2019/20	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	7935	20.76875
2019/20	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	13107	23.59808
2019/20	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	8321	24.38409
2019/20	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	2033	24.64338
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	35170	22.84333
2019/20	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	397	15.86902
2019/20	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1629	17.4954
2019/20	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	4003	16.63752
2019/20	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	6389	17.62404
2019/20	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	3234	17.74892
2019/20	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	646	16.56347
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	16298	17.30887
2019/20	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	138	11.5942
2019/20	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	854	19.43794
2019/20	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	1632	20.343139999999998
2019/20	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	2044	22.1135
2019/20	Influenza	Schwangere	1 Dosis	35-39	Bremen	HB	Bremen	HB	NA	NA	1169	20.1882
2019/20	Influenza	Schwangere	1 Dosis	40-49	Bremen	HB	Bremen	HB	NA	NA	292	20.54795
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Bremen	HB	Bremen	HB	NA	NA	6129	20.59063
2019/20	Influenza	Schwangere	1 Dosis	15-19	Hamburg	HH	Hamburg	HH	NA	NA	247	12.95547
2019/20	Influenza	Schwangere	1 Dosis	20-24	Hamburg	HH	Hamburg	HH	NA	NA	1502	10.78562
2019/20	Influenza	Schwangere	1 Dosis	25-29	Hamburg	HH	Hamburg	HH	NA	NA	4104	12.9386
2019/20	Influenza	Schwangere	1 Dosis	30-34	Hamburg	HH	Hamburg	HH	NA	NA	6893	15.36341
2019/20	Influenza	Schwangere	1 Dosis	35-39	Hamburg	HH	Hamburg	HH	NA	NA	4470	17.40492
2019/20	Influenza	Schwangere	1 Dosis	40-49	Hamburg	HH	Hamburg	HH	NA	NA	1106	15.28029
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Hamburg	HH	Hamburg	HH	NA	NA	18322	14.90558
2019/20	Influenza	Schwangere	1 Dosis	15-19	Hessen	HE	Hessen	HE	NA	NA	736	13.99457
2019/20	Influenza	Schwangere	1 Dosis	20-24	Hessen	HE	Hessen	HE	NA	NA	5137	14.09383
2019/20	Influenza	Schwangere	1 Dosis	25-29	Hessen	HE	Hessen	HE	NA	NA	14183	15.18015
2019/20	Influenza	Schwangere	1 Dosis	30-34	Hessen	HE	Hessen	HE	NA	NA	18867	16.82302
2019/20	Influenza	Schwangere	1 Dosis	35-39	Hessen	HE	Hessen	HE	NA	NA	10787	17.80847
2019/20	Influenza	Schwangere	1 Dosis	40-49	Hessen	HE	Hessen	HE	NA	NA	2377	16.99621
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Hessen	HE	Hessen	HE	NA	NA	52087	16.27853
2019/20	Influenza	Schwangere	1 Dosis	15-19	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	313	18.53035
2019/20	Influenza	Schwangere	1 Dosis	20-24	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1197	20.38429
2019/20	Influenza	Schwangere	1 Dosis	25-29	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	2819	21.7453
2019/20	Influenza	Schwangere	1 Dosis	30-34	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	4180	20.66986
2019/20	Influenza	Schwangere	1 Dosis	35-39	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	1978	20.77856
2019/20	Influenza	Schwangere	1 Dosis	40-49	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	344	20.63953
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Mecklenburg-Vorpommern	MV	Mecklenburg-Vorpommern	MV	NA	NA	10831	20.87527
2019/20	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	1506	12.749
2019/20	Influenza	Schwangere	1 Dosis	15-19	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	1372	16.18076
2019/20	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	7756	15.6524
2019/20	Influenza	Schwangere	1 Dosis	20-24	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	8178	14.02543
2019/20	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	21904	14.74617
2019/20	Influenza	Schwangere	1 Dosis	25-29	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	20427	17.09502
2019/20	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	24989	18.91632
2019/20	Influenza	Schwangere	1 Dosis	30-34	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	29794	16.50332
2019/20	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	16762	17.64706
2019/20	Influenza	Schwangere	1 Dosis	35-39	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	12418	19.25431
2019/20	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	2624	18.14024
2019/20	Influenza	Schwangere	1 Dosis	40-49	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	3705	19.21727
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Westfalen-Lippe	WL	NA	NA	69586	17.995
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Nordrhein-Westfalen	NW	Nordrhein	NO	NA	NA	81849	16.0735
2019/20	Influenza	Schwangere	1 Dosis	15-19	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	589	14.09168
2019/20	Influenza	Schwangere	1 Dosis	20-24	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	3370	13.44214
2019/20	Influenza	Schwangere	1 Dosis	25-29	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	9029	14.9629
2019/20	Influenza	Schwangere	1 Dosis	30-34	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	10969	15.97229
2019/20	Influenza	Schwangere	1 Dosis	35-39	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	5540	16.534300000000002
2019/20	Influenza	Schwangere	1 Dosis	40-49	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	1155	16.62338
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Rheinland-Pfalz	RP	Rheinland-Pfalz	RP	NA	NA	30652	15.48675
2019/20	Influenza	Schwangere	1 Dosis	15-19	Saarland	SL	Saarland	SL	NA	NA	161	14.28571
2019/20	Influenza	Schwangere	1 Dosis	20-24	Saarland	SL	Saarland	SL	NA	NA	824	19.29612
2019/20	Influenza	Schwangere	1 Dosis	25-29	Saarland	SL	Saarland	SL	NA	NA	2062	18.28322
2019/20	Influenza	Schwangere	1 Dosis	30-34	Saarland	SL	Saarland	SL	NA	NA	2419	20.71104
2019/20	Influenza	Schwangere	1 Dosis	35-39	Saarland	SL	Saarland	SL	NA	NA	1188	21.80135
2019/20	Influenza	Schwangere	1 Dosis	40-49	Saarland	SL	Saarland	SL	NA	NA	256	22.26563
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Saarland	SL	Saarland	SL	NA	NA	6910	19.91317
2019/20	Influenza	Schwangere	1 Dosis	15-19	Sachsen	SN	Sachsen	SN	NA	NA	659	19.11988
2019/20	Influenza	Schwangere	1 Dosis	20-24	Sachsen	SN	Sachsen	SN	NA	NA	2860	19.68531
2019/20	Influenza	Schwangere	1 Dosis	25-29	Sachsen	SN	Sachsen	SN	NA	NA	7769	23.02742
2019/20	Influenza	Schwangere	1 Dosis	30-34	Sachsen	SN	Sachsen	SN	NA	NA	12224	24.41918
2019/20	Influenza	Schwangere	1 Dosis	35-39	Sachsen	SN	Sachsen	SN	NA	NA	5887	24.29081
2019/20	Influenza	Schwangere	1 Dosis	40-49	Sachsen	SN	Sachsen	SN	NA	NA	1164	23.79725
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen	SN	Sachsen	SN	NA	NA	30563	23.45974
2019/20	Influenza	Schwangere	1 Dosis	15-19	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	469	24.73348
2019/20	Influenza	Schwangere	1 Dosis	20-24	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	1782	26.59933
2019/20	Influenza	Schwangere	1 Dosis	25-29	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	3767	29.17441
2019/20	Influenza	Schwangere	1 Dosis	30-34	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	5190	30.09634
2019/20	Influenza	Schwangere	1 Dosis	35-39	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	2453	32.36853
2019/20	Influenza	Schwangere	1 Dosis	40-49	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	476	26.47059
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Sachsen-Anhalt	ST	Sachsen-Anhalt	ST	NA	NA	14137	29.50414
2019/20	Influenza	Schwangere	1 Dosis	15-19	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	388	12.62887
2019/20	Influenza	Schwangere	1 Dosis	20-24	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	2233	15.8979
2019/20	Influenza	Schwangere	1 Dosis	25-29	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	6146	15.70127
2019/20	Influenza	Schwangere	1 Dosis	30-34	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	7616	16.28151
2019/20	Influenza	Schwangere	1 Dosis	35-39	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	4032	17.1379
2019/20	Influenza	Schwangere	1 Dosis	40-49	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	887	15.89628
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Schleswig-Holstein	SH	Schleswig-Holstein	SH	NA	NA	21302	16.15341
2019/20	Influenza	Schwangere	1 Dosis	15-19	Thüringen	TH	Thüringen	TH	NA	NA	362	15.74586
2019/20	Influenza	Schwangere	1 Dosis	20-24	Thüringen	TH	Thüringen	TH	NA	NA	1643	14.4857
2019/20	Influenza	Schwangere	1 Dosis	25-29	Thüringen	TH	Thüringen	TH	NA	NA	3790	17.51979
2019/20	Influenza	Schwangere	1 Dosis	30-34	Thüringen	TH	Thüringen	TH	NA	NA	5325	16.56338
2019/20	Influenza	Schwangere	1 Dosis	35-39	Thüringen	TH	Thüringen	TH	NA	NA	2580	16.70543
2019/20	Influenza	Schwangere	1 Dosis	40-49	Thüringen	TH	Thüringen	TH	NA	NA	520	14.42308
2019/20	Influenza	Schwangere	1 Dosis	Gesamt	Thüringen	TH	Thüringen	TH	NA	NA	14220	16.50492
2020/21	Influenza	Schwangere	1 Dosis	15-19	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	871	12.51435
2020/21	Influenza	Schwangere	1 Dosis	20-24	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	6826	13.81483
2020/21	Influenza	Schwangere	1 Dosis	25-29	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	22974	15.60895
2020/21	Influenza	Schwangere	1 Dosis	30-34	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	34226	20.74446
2020/21	Influenza	Schwangere	1 Dosis	35-39	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	17296	22.55435
2020/21	Influenza	Schwangere	1 Dosis	40-49	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	3594	21.25765
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Baden-Württemberg	BW	Baden-Württemberg	BW	NA	NA	85787	19.12061
2020/21	Influenza	Schwangere	1 Dosis	15-19	Bayern	BY	Bayern	BY	NA	NA	1017	13.37266
2020/21	Influenza	Schwangere	1 Dosis	20-24	Bayern	BY	Bayern	BY	NA	NA	7823	12.37377
2020/21	Influenza	Schwangere	1 Dosis	25-29	Bayern	BY	Bayern	BY	NA	NA	26720	15.20958
2020/21	Influenza	Schwangere	1 Dosis	30-34	Bayern	BY	Bayern	BY	NA	NA	39336	19.9639
2020/21	Influenza	Schwangere	1 Dosis	35-39	Bayern	BY	Bayern	BY	NA	NA	20456	23.18146
2020/21	Influenza	Schwangere	1 Dosis	40-49	Bayern	BY	Bayern	BY	NA	NA	4187	22.78481
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Bayern	BY	Bayern	BY	NA	NA	99539	18.80368
2020/21	Influenza	Schwangere	1 Dosis	15-19	Berlin	BE	Berlin	BE	NA	NA	492	27.03252
2020/21	Influenza	Schwangere	1 Dosis	20-24	Berlin	BE	Berlin	BE	NA	NA	2646	27.39985
2020/21	Influenza	Schwangere	1 Dosis	25-29	Berlin	BE	Berlin	BE	NA	NA	6872	29.55471
2020/21	Influenza	Schwangere	1 Dosis	30-34	Berlin	BE	Berlin	BE	NA	NA	11878	36.64758
2020/21	Influenza	Schwangere	1 Dosis	35-39	Berlin	BE	Berlin	BE	NA	NA	7463	39.23355
2020/21	Influenza	Schwangere	1 Dosis	40-49	Berlin	BE	Berlin	BE	NA	NA	1806	36.76633
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Berlin	BE	Berlin	BE	NA	NA	31157	34.77228
2020/21	Influenza	Schwangere	1 Dosis	15-19	Brandenburg	BB	Brandenburg	BB	NA	NA	359	22.84123
2020/21	Influenza	Schwangere	1 Dosis	20-24	Brandenburg	BB	Brandenburg	BB	NA	NA	1409	25.33712
2020/21	Influenza	Schwangere	1 Dosis	25-29	Brandenburg	BB	Brandenburg	BB	NA	NA	3038	26.00395
2020/21	Influenza	Schwangere	1 Dosis	30-34	Brandenburg	BB	Brandenburg	BB	NA	NA	5499	30.00546
2020/21	Influenza	Schwangere	1 Dosis	35-39	Brandenburg	BB	Brandenburg	BB	NA	NA	2850	29.15789
2020/21	Influenza	Schwangere	1 Dosis	40-49	Brandenburg	BB	Brandenburg	BB	NA	NA	633	31.4376
2020/21	Influenza	Schwangere	1 Dosis	Gesamt	Brandenburg	BB	Brandenburg	BB	NA	NA	13788	28.35074
2020/21	Influenza	Schwangere	1 Dosis	15-19	Bremen	HB	Bremen	HB	NA	NA	32	34.375
2020/21	Influenza	Schwangere	1 Dosis	20-24	Bremen	HB	Bremen	HB	NA	NA	192	25
2020/21	Influenza	Schwangere	1 Dosis	25-29	Bremen	HB	Bremen	HB	NA	NA	399	22.80702
2020/21	Influenza	Schwangere	1 Dosis	30-34	Bremen	HB	Bremen	HB	NA	NA	480	30.83333
